Step,Tension_Force_1,Tension_Force_2,Tension_Force_3,Tension_Force_4,Tension_Force_5,Tension_Force_6,Tension_Force_7,Tension_Force_8,Tension_Force_9,Tension_Force_10,Tension_Force_11,Tension_Force_12,Tension_Force_13,Tension_Force_14,Tension_Force_15,Tension_Force_16,Tension_Force_17,Tension_Force_18,Tension_Force_19,Tension_Force_20,Tension_Force_21,Tension_Force_22,Tension_Force_23,Tension_Force_24
205,-1.0,1.0,-1.0,1.0,-0.90112394,-0.1463725,-1.0,0.6020721,-1.0,0.28736302,1.0,-0.6468893,1.0,1.0,-1.0,-0.20747614,0.5118768,-1.0,-0.5172416,-1.0,1.0,1.0,-1.0,0.4278844
206,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.098834544,-1.0,0.9031921,1.0,-1.0,1.0,1.0,-1.0,-0.27086043,-0.2846512,-1.0,-0.22107896,-1.0,1.0,1.0,-1.0,-0.3815533
207,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.14073247,-1.0,0.8926983,1.0,-1.0,1.0,1.0,-0.8883724,-0.20117654,-1.0,-1.0,0.02449897,-1.0,1.0,1.0,-1.0,-0.73843634
208,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.098201305,-1.0,1.0,1.0,-0.17746231,1.0,1.0,-0.82939005,-0.3297071,-1.0,-1.0,0.14010164,-1.0,1.0,1.0,-1.0,-0.7160584
209,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.30674276,-1.0,1.0,1.0,0.18207902,1.0,1.0,-1.0,-0.7334187,-1.0,-1.0,0.08060971,-1.0,1.0,1.0,-1.0,-0.83549
210,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.40798554,-1.0,1.0,1.0,0.12079871,1.0,1.0,-1.0,-0.50975335,-1.0,-1.0,0.41388097,-1.0,1.0,1.0,-1.0,-0.90613514
211,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.30908868,-1.0,1.0,1.0,-0.26148868,1.0,1.0,-1.0,-0.40559107,-1.0,-1.0,-0.01265946,-1.0,1.0,1.0,-1.0,-0.8912058
212,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.5558063,-1.0,0.5154619,1.0,-0.6451453,1.0,1.0,-1.0,0.0060857534,-0.592072,-1.0,-0.2891948,-1.0,1.0,1.0,-1.0,-0.3955751
213,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.34743702,-1.0,-0.33940387,1.0,0.4034313,1.0,1.0,-1.0,-0.34168428,0.24349633,-1.0,0.052304953,-1.0,1.0,0.5142653,-1.0,-1.0
214,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.8976705,-1.0,-0.4269176,1.0,-1.0,1.0,1.0,-1.0,0.07173492,0.45743266,-1.0,-0.4347997,-1.0,1.0,-0.30193108,-1.0,-1.0
215,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.5063664,1.0,-1.0,1.0,1.0,-0.9418931,-0.7533555,-0.0024028718,-1.0,0.3889579,-1.0,1.0,-0.40690577,-1.0,-0.92485845
216,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.20454878,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.36367312,-1.0,0.52993155,-1.0,1.0,0.45930302,-1.0,-1.0
217,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.7980064,-1.0,1.0,1.0,-0.94128364,1.0,1.0,-1.0,-0.9878266,0.5935248,-1.0,0.4384397,-1.0,1.0,0.78197074,-1.0,-1.0
218,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.89274657,1.0,1.0,-1.0,-1.0,0.9799191,-1.0,0.19839635,-1.0,1.0,0.8158399,-1.0,-1.0
219,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.07935825,0.0077219903,-1.0,0.44766867,-1.0,1.0,0.6053184,-1.0,-1.0
220,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.5695987,-1.0,0.9082263,1.0,-0.91238505,1.0,1.0,-1.0,-1.0,-0.28419414,-1.0,0.45723015,-1.0,1.0,1.0,-1.0,-1.0
221,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.23999116,1.0,-1.0,1.0,1.0,-1.0,-0.46778107,-1.0,-0.6621741,0.75179034,-1.0,1.0,1.0,-1.0,-1.0
222,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.33306685,-0.37455484,-1.0,0.8311889,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.42043415,0.8567097,-1.0,1.0,1.0,-1.0,-1.0
223,-1.0,1.0,-1.0,0.8306628,-1.0,1.0,-1.0,-1.0,-1.0,0.31580162,1.0,-1.0,1.0,1.0,-1.0,-0.39417568,-1.0,0.16102657,0.9789741,-1.0,1.0,1.0,-1.0,-1.0
224,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.96069115,1.0,-1.0,1.0,1.0,-1.0,-0.47912735,-1.0,-0.43380862,1.0,-1.0,1.0,1.0,-1.0,-1.0
225,-0.826414,1.0,-1.0,0.7983057,-1.0,1.0,-1.0,-0.98366976,-1.0,0.8253769,1.0,-1.0,1.0,1.0,-1.0,-0.7526748,-1.0,0.6510025,1.0,-1.0,1.0,1.0,-1.0,-1.0
226,-1.0,1.0,-1.0,0.7631859,-0.87673193,1.0,-1.0,-1.0,-1.0,0.512392,1.0,-1.0,1.0,1.0,-1.0,-0.5204978,-1.0,1.0,0.958421,-1.0,1.0,1.0,-1.0,-1.0
227,-1.0,1.0,-1.0,0.76221985,-1.0,1.0,-1.0,-1.0,-1.0,0.4186474,1.0,-1.0,1.0,1.0,-1.0,-0.3532203,-1.0,1.0,0.8328304,-1.0,1.0,1.0,-1.0,-1.0
228,-1.0,1.0,-1.0,0.7266596,-0.78533477,1.0,-1.0,-1.0,-1.0,-0.20009583,1.0,-1.0,1.0,1.0,-1.0,-0.29121673,-1.0,1.0,0.8389547,-1.0,1.0,1.0,-1.0,-1.0
229,-1.0,1.0,-1.0,1.0,-0.5549367,1.0,-1.0,-1.0,-1.0,0.2856542,1.0,-1.0,1.0,1.0,-1.0,0.29192588,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
230,-1.0,1.0,-0.87880796,1.0,-0.0021011233,1.0,-1.0,-1.0,-1.0,0.9833217,1.0,-1.0,0.50104237,1.0,-1.0,-0.04068838,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
231,-0.76396203,1.0,-1.0,0.98424715,-1.0,0.78409743,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.58271253,1.0,-1.0,-0.61845547,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
232,-1.0,1.0,-1.0,1.0,-0.6143686,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.69618964,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
233,-1.0,1.0,-1.0,1.0,-0.088092506,0.55089724,-1.0,-1.0,-1.0,0.989358,1.0,-1.0,1.0,1.0,-1.0,-0.38000658,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.9826666
234,-1.0,1.0,-0.5249477,0.6154168,0.06721288,0.0741483,-1.0,-1.0,-0.7814971,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.40610513,-1.0,1.0,1.0,-0.99702847,1.0,1.0,-1.0,-0.5807722
235,-1.0,1.0,-0.90297204,1.0,-0.33470505,0.7813287,-1.0,-1.0,-0.40740606,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.36193085
236,-1.0,0.94373894,-1.0,1.0,0.080872595,1.0,-1.0,-1.0,-1.0,0.54103714,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.66055274
237,-1.0,0.97287095,-1.0,0.90863544,0.2166161,0.9961321,-1.0,-1.0,-0.6918777,0.5601667,1.0,-1.0,1.0,1.0,-1.0,-0.72283995,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.55252016
238,-1.0,0.79787505,-1.0,0.5301752,0.22979409,0.9459605,-1.0,-1.0,-0.66821694,0.4167078,1.0,-1.0,1.0,1.0,-1.0,-0.81048715,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.6572162
239,-1.0,1.0,-1.0,-1.0,0.094631374,0.465101,-1.0,-1.0,-0.8617637,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.20028673,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.65564823,-0.86405736
240,-1.0,0.6480886,-0.37772936,-1.0,-1.0,0.49840674,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.00082975626,1.0,-1.0,1.0,-1.0,1.0,1.0,0.41716766,1.0,1.0,-0.0026978254,-1.0
241,-1.0,0.50434405,-0.8757581,-1.0,-1.0,1.0,-1.0,-0.24114296,1.0,1.0,1.0,-1.0,0.66793615,1.0,-1.0,0.9080949,-1.0,1.0,1.0,0.8708352,1.0,1.0,1.0,-1.0
242,-1.0,0.5068493,-0.16767927,-1.0,-1.0,1.0,-1.0,-0.29751542,1.0,1.0,1.0,-1.0,0.47613025,1.0,-1.0,1.0,-1.0,1.0,1.0,0.9190304,1.0,1.0,1.0,-1.0
243,-1.0,0.54155445,0.13869207,-1.0,-1.0,1.0,-1.0,-0.27814278,1.0,1.0,1.0,-0.5653456,0.7709331,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.683892,1.0,1.0,-1.0
244,-1.0,0.6847898,-0.3788088,-1.0,-1.0,1.0,-1.0,-0.51756763,1.0,1.0,1.0,-1.0,-0.048202455,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.88334745
245,-1.0,0.81760705,-0.29252768,-1.0,-1.0,1.0,-1.0,0.5163729,1.0,1.0,1.0,-0.7222744,0.24437514,1.0,-1.0,0.761305,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
246,-1.0,0.28992462,-0.5713681,-1.0,-1.0,1.0,-1.0,0.49501655,1.0,1.0,1.0,-0.558711,0.01686865,1.0,-1.0,0.96845925,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
247,-1.0,0.17311937,-0.43109864,-1.0,-1.0,1.0,-1.0,0.3394649,1.0,1.0,1.0,0.2255122,0.5131355,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
248,-1.0,-0.60301274,-0.14554562,-1.0,-1.0,1.0,-1.0,0.49644923,1.0,1.0,1.0,1.0,0.117627084,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
249,-1.0,-0.4175943,0.012630567,-1.0,-1.0,1.0,-1.0,0.92020464,1.0,1.0,1.0,1.0,-0.5697629,1.0,-1.0,0.47145173,-1.0,1.0,1.0,0.7380896,1.0,1.0,1.0,-1.0
250,-1.0,-0.77661914,-0.5859824,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.71045274,1.0,-1.0,0.17391708,-1.0,1.0,1.0,0.027213596,1.0,1.0,1.0,-1.0
251,-1.0,1.0,0.038753495,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.13560426,0.96645886,1.0,-1.0,-0.6809766,-1.0,1.0,1.0,0.644889,0.66493475,-0.571003,1.0,-1.0
252,-1.0,1.0,0.75762445,-1.0,-1.0,1.0,-1.0,1.0,0.8127043,1.0,1.0,-0.4104789,1.0,0.3671115,0.6301892,-1.0,0.92037463,1.0,1.0,1.0,-0.14624351,-1.0,1.0,1.0
253,-1.0,1.0,0.28184772,-1.0,-1.0,0.7480645,-1.0,1.0,-0.58451414,0.4166054,1.0,-0.8841301,1.0,-0.16400462,1.0,-1.0,0.1484268,0.96998024,1.0,1.0,0.72697693,-1.0,1.0,1.0
254,-1.0,1.0,0.17360608,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.86381835,-0.05125998,-1.0,1.0,-0.50670964,1.0,-1.0,0.47390226,0.37751785,1.0,1.0,0.5152021,-1.0,0.8153664,1.0
255,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.7852217,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.4588489,1.0,-1.0,0.7431679,-0.45885524,1.0,1.0,0.11427146,-1.0,0.56770754,1.0
256,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.09919813,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.013342705,1.0,-1.0,1.0,-1.0,-0.90138054,1.0,-0.64393353,-1.0,-1.0,1.0
257,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.76490784,1.0,-1.0,1.0,-1.0,-1.0,0.23641092,-1.0,-0.8455566,-1.0,1.0
258,-1.0,1.0,-1.0,-0.9266489,-1.0,1.0,0.7571113,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.6958213,1.0,-1.0,1.0,-1.0,-0.41415122,0.8590777,-1.0,-1.0,-1.0,0.91880953
259,-1.0,1.0,-1.0,-0.20218559,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.97143507,1.0,-1.0,-1.0,-1.0,1.0
260,-1.0,1.0,-1.0,0.14079128,-1.0,1.0,0.44996592,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
261,-1.0,1.0,-1.0,0.52537453,-1.0,1.0,0.52644706,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.86381114,1.0,-1.0,-1.0,-1.0,1.0
262,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.9731722,0.9077828,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.6321182,1.0,-0.6165228,0.5809832,-1.0,1.0
263,-1.0,1.0,-1.0,-0.14196603,-1.0,1.0,-0.60965264,1.0,-1.0,0.22345465,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.38421267,-1.0,-0.55176514,1.0,-0.52419597,-1.0,1.0
264,-1.0,1.0,-0.32162416,0.20249324,-1.0,1.0,-0.5689223,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-0.010942705,0.8852969,-1.0,-1.0,1.0
265,-1.0,1.0,0.18699239,-0.33660108,-1.0,1.0,0.808517,1.0,-1.0,0.77556556,-1.0,-1.0,1.0,0.14627334,1.0,-1.0,1.0,-1.0,-0.38768074,-0.66197443,0.2516795,-1.0,-1.0,1.0
266,-1.0,1.0,-0.26925313,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.5211808,1.0,-1.0,1.0,-1.0,-0.6620103,0.08557146,1.0,-1.0,-1.0,1.0
267,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.8007544,1.0,-1.0,0.07552767,-1.0,1.0,-1.0,-1.0,1.0
268,-1.0,1.0,0.24310939,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.91184425,-1.0,-1.0,1.0,0.13537106,1.0,-0.21332422,1.0,-1.0,0.14897302,-1.0,0.5538576,-1.0,-1.0,1.0
269,-1.0,0.8353694,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.4882423,1.0,-0.4257972,1.0,-1.0,-0.41118035,-1.0,1.0,-1.0,-1.0,0.6352259
270,-1.0,1.0,-0.90631396,-1.0,-1.0,1.0,0.39244488,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.11494616,1.0,-0.5592216,1.0,-1.0,-1.0,-1.0,0.37607014,-1.0,-1.0,1.0
271,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.5264971,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.57639945,1.0,-0.7521925,1.0,-1.0,-0.9044213,-1.0,0.0023255944,-1.0,-1.0,1.0
272,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.30934647,1.0,-1.0,1.0,-1.0,-0.6547964,1.0,-0.50608486,1.0,-1.0,1.0,-1.0,-0.79166174,-1.0,-0.77803904,-1.0,-1.0,0.9835348
273,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.42105094,1.0,-1.0,1.0,-1.0,-0.73701805,1.0,-0.7466695,1.0,-0.99673045,1.0,-1.0,-0.3059077,-1.0,0.04323435,-1.0,-1.0,0.45130026
274,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.0707961,1.0,-1.0,1.0,-1.0,-0.3042982,1.0,-0.38571092,1.0,-1.0,1.0,-0.9537958,0.1695539,-1.0,-0.6309224,-1.0,-1.0,1.0
275,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.27567086,1.0,-1.0,1.0,-1.0,-0.4780514,1.0,0.084878385,1.0,-1.0,1.0,-0.63655365,0.35542935,-1.0,-1.0,-1.0,-1.0,1.0
276,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.3517215,1.0,-1.0,1.0,-1.0,-0.20770457,1.0,0.399421,1.0,-1.0,1.0,-0.9329295,-0.3566403,-1.0,-0.9873882,-1.0,-1.0,0.99651194
277,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.313606,1.0,-1.0,1.0,-1.0,-0.19630352,1.0,0.042575207,1.0,-1.0,1.0,-1.0,-0.21755108,-1.0,-0.7989623,-1.0,-1.0,1.0
278,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.6212164,1.0,-1.0,1.0,-1.0,0.3105833,1.0,1.0,1.0,-1.0,1.0,0.914829,1.0,-1.0,-0.5203584,-1.0,-0.8821665,0.3430949
279,-0.6293755,0.51679844,-0.70801705,-1.0,-1.0,1.0,0.1978884,1.0,0.069927126,1.0,-1.0,0.68256116,1.0,1.0,-1.0,-0.37669507,1.0,1.0,0.995625,-1.0,0.50549227,-1.0,-0.4900555,-1.0
280,-0.6681001,1.0,1.0,-1.0,-1.0,1.0,0.44043246,1.0,1.0,1.0,-0.43321466,0.33703148,1.0,1.0,-1.0,-0.17409435,1.0,1.0,1.0,-1.0,0.27714664,-1.0,0.28473675,-1.0
281,-0.55359006,0.47283953,1.0,-1.0,-1.0,1.0,0.52251315,1.0,-0.31975386,1.0,-1.0,0.09078109,1.0,0.95561033,-1.0,0.3499811,1.0,1.0,1.0,-1.0,1.0,-0.329858,0.16995245,-0.6233628
282,-0.36734208,1.0,1.0,-1.0,-0.7892423,0.8569021,0.72994995,1.0,1.0,1.0,-0.6867223,0.23282355,1.0,0.79599124,-1.0,0.6940433,1.0,1.0,1.0,-1.0,1.0,-0.4508264,0.2722571,-0.16172075
283,-0.5607556,0.105133265,1.0,-1.0,-1.0,0.24401915,0.686828,1.0,0.8327645,1.0,0.70711243,-0.14616013,1.0,-0.0063866116,-0.8827623,0.6309389,1.0,1.0,1.0,-1.0,1.0,-1.0,0.71966565,0.26863235
284,-0.6732085,-0.46952182,1.0,-1.0,-1.0,0.28115237,0.5135455,1.0,0.5717045,1.0,0.5669521,0.31307185,1.0,-0.21588227,-0.38966516,0.16445088,1.0,1.0,1.0,-1.0,1.0,-0.90642333,1.0,0.4511604
285,-1.0,-0.42744172,1.0,-1.0,-1.0,0.8849453,-0.025136083,1.0,0.86706245,1.0,1.0,0.4763024,1.0,0.8356001,-0.22781125,0.45714012,1.0,1.0,1.0,-1.0,1.0,-0.20853074,1.0,0.15146653
286,-1.0,0.33053905,1.0,-1.0,-1.0,1.0,-0.29054698,1.0,1.0,1.0,1.0,-1.0,0.39072603,1.0,-0.36959103,0.8509569,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.19094612
287,-1.0,0.08426386,1.0,-1.0,-1.0,1.0,0.06241551,1.0,0.6231618,1.0,1.0,-1.0,0.3740115,-0.08882323,-0.04997155,0.3962722,1.0,1.0,1.0,-0.9544493,1.0,-0.5981393,1.0,-1.0
288,-0.8451943,-0.68528813,1.0,-1.0,-1.0,1.0,0.59359205,1.0,0.16015592,1.0,0.8225869,-1.0,0.44931972,-0.048174296,-0.22268704,0.56568897,1.0,1.0,1.0,-0.4473636,1.0,-0.53079313,1.0,0.11492846
289,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.4044979,1.0,-0.16671059,1.0,0.50655615,-1.0,1.0,-0.07707235,0.2669948,0.40136865,1.0,1.0,1.0,-0.37767673,1.0,-0.4179526,1.0,0.29584765
290,-1.0,-0.32450247,1.0,-1.0,-1.0,1.0,-0.8821789,1.0,-0.2483047,1.0,0.42627215,-1.0,1.0,-0.9483405,0.6318761,0.8223195,1.0,1.0,1.0,-0.18641108,1.0,-1.0,0.48744476,0.13077193
291,-1.0,0.38733786,1.0,-1.0,-1.0,0.9539212,-0.34837702,1.0,-0.40840396,1.0,0.12883176,-1.0,1.0,-1.0,0.51196754,1.0,1.0,1.0,1.0,-0.5197275,1.0,-1.0,1.0,0.2829129
292,-1.0,-0.9848806,1.0,-1.0,-1.0,0.5072688,0.29166225,1.0,-0.6200447,1.0,0.026129857,-0.97637707,1.0,-0.95076656,-0.14938083,1.0,1.0,1.0,1.0,-0.0139518455,1.0,-1.0,0.36722624,-0.36627936
293,-1.0,-1.0,1.0,-1.0,-1.0,-0.38855076,-0.11712217,0.6225414,-0.45797327,1.0,-1.0,-0.739353,0.6997396,-0.7211668,-1.0,1.0,0.32078698,1.0,1.0,1.0,1.0,-1.0,0.3505379,-0.3907594
294,-0.6119925,-1.0,1.0,-1.0,-1.0,-0.76650834,0.43268737,-0.049055815,-0.7862408,1.0,-0.15710579,-0.5178842,0.2633911,-0.79804695,-1.0,1.0,0.9530153,1.0,1.0,0.751189,1.0,-1.0,-0.40262136,-0.3590681
295,-0.76751506,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.14110169,-1.0,1.0,0.15055086,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.1509291,1.0,-1.0,-0.69757175,-1.0
296,-0.027972698,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.10892011,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.55401665,0.2522915,-1.0,-1.0,-1.0
297,-0.07660991,-1.0,1.0,-1.0,-1.0,-1.0,0.8482636,-0.33983645,-1.0,1.0,-0.72782576,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.2724684,0.32188755,-1.0,-1.0,-1.0
298,0.07748082,-1.0,1.0,-1.0,-1.0,-0.19576997,0.40144053,-0.025346965,-1.0,1.0,0.17360677,1.0,1.0,-1.0,-1.0,1.0,0.5173131,1.0,1.0,0.7596808,0.5462886,-1.0,-1.0,-0.6725479
299,-0.15196007,-1.0,1.0,-0.44477755,-1.0,-0.14505303,0.28859708,-0.63813365,-1.0,1.0,1.0,1.0,1.0,-0.67662793,-1.0,1.0,1.0,1.0,1.0,0.128955,0.31395733,-1.0,-1.0,-0.42736748
300,1.0,-1.0,1.0,-0.2966597,-1.0,-0.9706788,0.47570726,1.0,-1.0,1.0,-0.21731077,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.98355234,0.53769046,-1.0,-1.0,-1.0
301,0.9659128,-1.0,1.0,0.10158585,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.91321087,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.43378007,0.561687,-1.0,-1.0,-0.69285953
302,1.0,-1.0,1.0,0.86855274,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.24717656,0.57857686,-1.0,-1.0,-0.9599319
303,0.9733038,-1.0,1.0,0.9690247,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.41273308,0.7562232,-1.0,-1.0,-0.7612486
304,0.31649247,-0.8692185,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.41241825,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.7552817,1.0,-1.0,-1.0,-0.55415195
305,0.49711445,-0.5427497,1.0,0.74356776,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.79304373,1.0,1.0,-1.0,-1.0,1.0,1.0,0.87258005,1.0,0.44812882,1.0,-1.0,-1.0,-0.40914905
306,1.0,-1.0,1.0,-0.023718908,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.48674536,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.7852596,1.0,-1.0,-1.0,-0.63543135
307,0.9556047,-1.0,1.0,-0.3042,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.42260975,-1.0,-1.0,1.0,1.0,1.0,1.0,0.7682497,1.0,-1.0,-1.0,-1.0
308,1.0,-0.7351176,1.0,-0.013207033,-1.0,-0.87346977,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.88502896,1.0,-1.0,-1.0,-1.0
309,1.0,-1.0,1.0,0.0152219385,-1.0,-0.43316448,0.77737904,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.5980793,1.0,-1.0,-1.0,-1.0
310,1.0,-0.45696718,1.0,0.50911,-1.0,0.08338913,0.64847684,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
311,1.0,-0.27864653,1.0,0.42914563,-1.0,0.3467903,0.39545873,1.0,-1.0,1.0,0.36473626,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.8024384,0.29880095,-1.0,-1.0,-1.0
312,1.0,-0.2285381,1.0,0.38640803,-1.0,-0.010133538,-0.52231,1.0,-1.0,1.0,-0.01019226,1.0,-0.47889143,-1.0,-1.0,-0.067096055,1.0,1.0,1.0,0.4966988,-0.48002,-1.0,-1.0,-1.0
313,1.0,0.22467965,1.0,0.55158937,-1.0,0.062445875,0.29467323,1.0,-1.0,1.0,0.38052905,1.0,-1.0,-1.0,-1.0,0.84414625,1.0,1.0,1.0,0.76266253,-0.3243664,-1.0,-1.0,-1.0
